loan_id,product,origination_month,loan_amount,annual_rate_pct,status,default_month_on_book,months_observed
3895,Short-Term,5,1656.9,36.0,current,,19
3896,Short-Term,5,1205.71,36.0,current,,19
3897,Short-Term,5,1639.89,36.0,current,,19
3898,Short-Term,5,1422.52,36.0,defaulted,6.5,19
3899,Short-Term,5,1702.84,36.0,current,,19
3900,Short-Term,5,1270.21,36.0,current,,19
3901,Short-Term,5,1037.54,36.0,current,,19
3902,Short-Term,5,2374.68,36.0,defaulted,5.0,19
3903,Short-Term,5,1046.37,36.0,defaulted,2.5,19
3904,Short-Term,5,1225.2,36.0,current,,19
3905,Short-Term,5,1369.47,36.0,current,,19
3906,Short-Term,5,1694.08,36.0,current,,19
3907,Short-Term,5,1227.1,36.0,current,,19
3908,Short-Term,5,1421.81,36.0,current,,19
3909,Short-Term,5,1592.9,36.0,defaulted,2.0,19
3910,Short-Term,5,1718.27,36.0,current,,19
3911,Short-Term,5,1014.64,36.0,current,,19
3912,Short-Term,5,1072.05,36.0,current,,19
3913,Short-Term,5,1580.02,36.0,current,,19
3914,Short-Term,5,2182.74,36.0,current,,19
3915,Short-Term,5,1276.53,36.0,current,,19
3916,Short-Term,5,1247.56,36.0,current,,19
3917,Short-Term,5,982.77,36.0,current,,19
3918,Short-Term,5,1520.55,36.0,current,,19
3919,Short-Term,5,819.04,36.0,current,,19
3920,Short-Term,5,1172.23,36.0,current,,19
3921,Short-Term,5,1359.21,36.0,current,,19
3922,Short-Term,5,1530.32,36.0,current,,19
3923,Short-Term,5,2007.58,36.0,current,,19
3924,Short-Term,5,1439.33,36.0,current,,19
3925,Short-Term,5,1098.02,36.0,current,,19
3926,Short-Term,5,1663.34,36.0,current,,19
3927,Short-Term,5,1060.0,36.0,defaulted,2.0,19
3928,Short-Term,5,998.47,36.0,current,,19
3929,Short-Term,5,1138.51,36.0,current,,19
3930,Short-Term,5,1862.4,36.0,current,,19
3931,Short-Term,5,1730.48,36.0,current,,19
3932,Short-Term,5,1230.94,36.0,defaulted,0.5,19
3933,Short-Term,5,1461.02,36.0,current,,19
3934,Short-Term,5,1531.33,36.0,current,,19
3935,Short-Term,5,1381.54,36.0,current,,19
3936,Short-Term,5,1592.78,36.0,current,,19
3937,Short-Term,5,1579.34,36.0,current,,19
3938,Short-Term,5,1100.43,36.0,current,,19
3939,Short-Term,5,2088.67,36.0,defaulted,3.0,19
3940,Short-Term,5,1589.74,36.0,defaulted,5.5,19
3941,Short-Term,5,1045.27,36.0,defaulted,1.0,19
3942,Short-Term,5,1232.22,36.0,current,,19
3943,Short-Term,5,1289.19,36.0,current,,19
3944,Short-Term,5,1419.1,36.0,current,,19
3945,Short-Term,5,1729.49,36.0,current,,19
3946,Short-Term,5,1577.48,36.0,current,,19
3947,Short-Term,5,878.37,36.0,current,,19
3948,Short-Term,5,1481.7,36.0,current,,19
3949,Short-Term,5,1514.25,36.0,current,,19
3950,Short-Term,5,2034.94,36.0,current,,19
3951,Short-Term,5,1363.14,36.0,current,,19
3952,Short-Term,5,1692.37,36.0,current,,19
3953,Short-Term,5,2601.43,36.0,current,,19
3954,Short-Term,5,1952.38,36.0,current,,19
3955,Short-Term,5,1102.84,36.0,defaulted,1.5,19
3956,Short-Term,5,1662.73,36.0,current,,19
3957,Short-Term,5,1414.26,36.0,current,,19
3958,Short-Term,5,1428.06,36.0,defaulted,5.5,19
3959,Short-Term,5,1097.5,36.0,current,,19
3960,Short-Term,5,1239.71,36.0,current,,19
3961,Short-Term,5,1423.21,36.0,current,,19
3962,Short-Term,5,1332.77,36.0,current,,19
3963,Short-Term,5,1742.64,36.0,current,,19
3964,Short-Term,5,1470.86,36.0,defaulted,5.0,19
3965,Short-Term,5,1324.11,36.0,current,,19
3966,Short-Term,5,1260.58,36.0,current,,19
3967,Short-Term,5,1625.84,36.0,current,,19
3968,Short-Term,5,1707.67,36.0,current,,19
3969,Short-Term,5,1751.24,36.0,current,,19
3970,Short-Term,5,1503.35,36.0,current,,19
3971,Short-Term,5,1548.95,36.0,current,,19
3972,Short-Term,5,1177.21,36.0,current,,19
3973,Short-Term,5,1681.85,36.0,defaulted,4.0,19
3974,Short-Term,5,2306.16,36.0,current,,19
3975,Short-Term,5,1778.77,36.0,current,,19
3976,Short-Term,5,757.86,36.0,current,,19
3977,Short-Term,5,1273.92,36.0,current,,19
3978,Short-Term,5,1405.48,36.0,current,,19
3979,Short-Term,5,1595.22,36.0,current,,19
3980,Short-Term,5,1845.76,36.0,current,,19
3981,Short-Term,5,2398.23,36.0,defaulted,8.0,19
3982,Short-Term,5,2010.19,36.0,current,,19
3983,Short-Term,5,1966.62,36.0,defaulted,2.0,19
3984,Short-Term,5,2101.28,36.0,current,,19
3985,Short-Term,5,1487.46,36.0,current,,19
3986,Short-Term,5,1265.52,36.0,current,,19
3987,Short-Term,5,1878.03,36.0,current,,19
3988,Short-Term,5,1614.73,36.0,current,,19
3989,Short-Term,5,929.32,36.0,current,,19
3990,Short-Term,5,1366.48,36.0,current,,19
3991,Short-Term,5,992.96,36.0,current,,19
3992,Short-Term,5,544.94,36.0,current,,19
3993,Short-Term,5,2219.28,36.0,current,,19
3994,Short-Term,5,1537.09,36.0,current,,19
3995,Short-Term,5,1380.62,36.0,current,,19
3996,Short-Term,5,1294.24,36.0,current,,19
3997,Short-Term,5,1494.9,36.0,current,,19
3998,Short-Term,5,1289.52,36.0,current,,19
3999,Short-Term,5,1109.24,36.0,current,,19
4000,Short-Term,5,1311.37,36.0,current,,19
4001,Short-Term,5,2053.59,36.0,current,,19
4002,Short-Term,5,1867.92,36.0,current,,19
4003,Short-Term,5,1311.85,36.0,defaulted,6.0,19
4004,Short-Term,5,716.02,36.0,current,,19
4005,Short-Term,5,2082.68,36.0,current,,19
4006,Short-Term,5,1414.86,36.0,current,,19
4007,Short-Term,5,1573.8,36.0,current,,19
4008,Short-Term,5,1679.39,36.0,defaulted,5.0,19
4009,Short-Term,5,1203.79,36.0,current,,19
4010,Short-Term,5,1036.36,36.0,current,,19
4011,Short-Term,5,1345.65,36.0,defaulted,2.0,19
4012,Short-Term,5,1042.51,36.0,current,,19
4013,Short-Term,5,1308.67,36.0,current,,19
4014,Short-Term,5,1342.9,36.0,current,,19
4015,Short-Term,5,1571.82,36.0,current,,19
4016,Short-Term,5,1543.98,36.0,defaulted,1.0,19
4017,Short-Term,5,1464.93,36.0,current,,19
4018,Short-Term,5,1776.1,36.0,current,,19
4019,Short-Term,5,1134.08,36.0,current,,19
4020,Short-Term,5,1378.7,36.0,current,,19
4021,Short-Term,5,1428.72,36.0,current,,19
4022,Short-Term,5,1669.32,36.0,current,,19
4023,Short-Term,5,1350.4,36.0,current,,19
4024,Short-Term,5,1977.14,36.0,current,,19
4025,Short-Term,5,1712.47,36.0,defaulted,4.0,19
4026,Short-Term,5,2189.36,36.0,current,,19
4027,Short-Term,5,1531.76,36.0,current,,19
4028,Short-Term,5,1219.25,36.0,defaulted,2.0,19
4029,Short-Term,5,1840.25,36.0,defaulted,2.0,19
4030,Short-Term,5,1890.79,36.0,current,,19
4031,Short-Term,5,1105.2,36.0,current,,19
4032,Short-Term,5,2085.31,36.0,current,,19
4033,Short-Term,5,1783.52,36.0,current,,19
4034,Short-Term,5,2058.31,36.0,defaulted,2.5,19
4035,Short-Term,5,2303.92,36.0,current,,19
4036,Short-Term,5,1296.19,36.0,current,,19
4037,Short-Term,5,1701.93,36.0,current,,19
4038,Short-Term,5,1632.0,36.0,current,,19
4039,Short-Term,5,1273.42,36.0,defaulted,4.0,19
4040,Short-Term,5,1286.64,36.0,current,,19
4041,Short-Term,5,962.67,36.0,current,,19
4042,Short-Term,5,1785.98,36.0,current,,19
4043,Short-Term,5,1184.66,36.0,current,,19
4044,Short-Term,5,1506.31,36.0,current,,19
4045,Short-Term,5,1662.07,36.0,current,,19
4046,Short-Term,5,1619.13,36.0,current,,19
4047,Short-Term,5,1582.06,36.0,current,,19
4048,Short-Term,5,1581.28,36.0,current,,19
4049,Short-Term,5,985.04,36.0,current,,19
4050,Short-Term,5,1409.47,36.0,current,,19
4051,Short-Term,5,1577.7,36.0,current,,19
4052,Short-Term,5,1533.91,36.0,current,,19
4053,Short-Term,5,1452.94,36.0,defaulted,5.5,19
4054,Short-Term,5,773.17,36.0,current,,19
4055,Short-Term,5,2321.6,36.0,current,,19
4056,Short-Term,5,1774.7,36.0,current,,19
4057,Short-Term,5,1402.27,36.0,current,,19
4058,Short-Term,5,2303.48,36.0,current,,19
4059,Short-Term,5,1822.1,36.0,current,,19
4060,Short-Term,5,1583.89,36.0,defaulted,2.5,19
4061,Short-Term,5,1049.28,36.0,current,,19
4062,Short-Term,5,1383.2,36.0,current,,19
4063,Short-Term,5,1485.07,36.0,defaulted,1.5,19
4064,Short-Term,5,1351.93,36.0,current,,19
4065,Short-Term,5,1253.35,36.0,current,,19
4066,Short-Term,5,738.84,36.0,current,,19
4067,Short-Term,5,1501.31,36.0,current,,19
4068,Short-Term,5,1661.69,36.0,current,,19
4069,Short-Term,5,1132.83,36.0,current,,19
4070,Short-Term,5,1323.37,36.0,current,,19
4071,Short-Term,5,1370.31,36.0,current,,19
4072,Short-Term,5,2490.17,36.0,current,,19
4073,Short-Term,5,1722.46,36.0,current,,19
4074,Short-Term,5,1792.56,36.0,current,,19
4075,Short-Term,5,1577.54,36.0,defaulted,4.0,19
4076,Short-Term,5,1630.21,36.0,current,,19
4077,Short-Term,5,1984.27,36.0,current,,19
4078,Short-Term,5,1842.33,36.0,current,,19
4079,Short-Term,5,1395.8,36.0,current,,19
4080,Short-Term,5,2094.87,36.0,current,,19
4081,Short-Term,5,1306.56,36.0,current,,19
4082,Short-Term,5,1538.5,36.0,current,,19
4083,Short-Term,5,1582.74,36.0,current,,19
4084,Short-Term,5,1377.8,36.0,current,,19
4085,Short-Term,5,2043.11,36.0,defaulted,2.0,19
4086,Short-Term,5,1866.03,36.0,current,,19
4087,Short-Term,5,1302.65,36.0,current,,19
4088,Short-Term,5,1941.38,36.0,current,,19
4089,Short-Term,5,1584.95,36.0,defaulted,9.0,19
4090,Short-Term,5,1549.67,36.0,current,,19
4091,Short-Term,5,1113.25,36.0,current,,19
4092,Short-Term,5,1073.98,36.0,current,,19
4093,Short-Term,5,712.94,36.0,current,,19
4094,Short-Term,5,754.82,36.0,current,,19
4095,Short-Term,5,778.91,36.0,current,,19
4096,Short-Term,5,2155.81,36.0,current,,19
4097,Short-Term,5,777.64,36.0,current,,19
4098,Short-Term,5,1104.41,36.0,current,,19
4099,Short-Term,5,1454.61,36.0,current,,19
4100,Short-Term,5,1739.86,36.0,current,,19
4101,Short-Term,5,1782.01,36.0,current,,19
4102,Short-Term,5,1198.82,36.0,current,,19
4103,Short-Term,5,1531.33,36.0,current,,19
4104,Short-Term,5,1443.41,36.0,current,,19
4105,Short-Term,5,1508.96,36.0,current,,19
4106,Short-Term,5,1559.73,36.0,current,,19
4107,Short-Term,5,1660.7,36.0,current,,19
4108,Short-Term,5,1277.59,36.0,current,,19
4109,Short-Term,5,1964.76,36.0,current,,19
4110,Short-Term,5,2221.88,36.0,current,,19
4111,Short-Term,5,1361.85,36.0,current,,19
4112,Short-Term,5,2375.17,36.0,current,,19
4113,Short-Term,5,1299.66,36.0,current,,19
4114,Short-Term,5,1538.24,36.0,current,,19
4115,Short-Term,5,1446.85,36.0,current,,19
4116,Short-Term,5,1522.86,36.0,current,,19
4117,Short-Term,5,1915.43,36.0,current,,19
4118,Short-Term,5,1424.92,36.0,current,,19
4119,Short-Term,5,1059.37,36.0,current,,19
4120,Short-Term,5,1271.01,36.0,current,,19
4121,Short-Term,5,1425.76,36.0,defaulted,4.0,19
4122,Short-Term,5,2098.6,36.0,current,,19
4123,Short-Term,5,1919.14,36.0,current,,19
4124,Short-Term,5,1590.13,36.0,current,,19
4125,Short-Term,5,1764.6,36.0,current,,19
4126,Short-Term,5,1204.33,36.0,current,,19
4127,Short-Term,5,2192.66,36.0,current,,19
4128,Short-Term,5,765.91,36.0,current,,19
4129,Short-Term,5,1367.53,36.0,current,,19
4130,Short-Term,5,1722.47,36.0,current,,19
4131,Short-Term,5,1392.46,36.0,current,,19
4132,Short-Term,5,2087.9,36.0,current,,19
4133,Short-Term,5,1005.73,36.0,current,,19
4134,Short-Term,5,1555.69,36.0,current,,19
4135,Short-Term,5,875.08,36.0,defaulted,3.0,19
4136,Short-Term,5,1352.75,36.0,current,,19
4137,Short-Term,5,1575.25,36.0,current,,19
4138,Short-Term,5,1741.9,36.0,current,,19
4139,Short-Term,5,1462.22,36.0,current,,19
4140,Short-Term,5,1707.16,36.0,current,,19
4141,Short-Term,5,1514.48,36.0,current,,19
4142,Short-Term,5,1532.37,36.0,current,,19
4143,Short-Term,5,1950.79,36.0,current,,19
4144,Short-Term,5,1420.78,36.0,current,,19
4145,Short-Term,5,1758.96,36.0,defaulted,4.0,19
4146,Short-Term,5,1588.49,36.0,defaulted,5.0,19
4147,Short-Term,5,2058.67,36.0,current,,19
4148,Short-Term,5,2412.17,36.0,current,,19
4149,Short-Term,5,975.91,36.0,current,,19
4150,Short-Term,5,1350.9,36.0,current,,19
4151,Short-Term,5,1121.1,36.0,current,,19
4152,Short-Term,5,1435.58,36.0,current,,19
4153,Short-Term,5,1824.57,36.0,current,,19
4154,Short-Term,5,1966.63,36.0,current,,19
4155,Short-Term,5,1981.01,36.0,current,,19
4156,Short-Term,5,944.65,36.0,current,,19
4157,Short-Term,5,1503.68,36.0,current,,19
4158,Short-Term,5,1259.14,36.0,current,,19
4159,Short-Term,5,1413.59,36.0,current,,19
4160,Short-Term,5,1308.95,36.0,current,,19
4161,Short-Term,5,961.84,36.0,current,,19
4162,Short-Term,5,1970.98,36.0,defaulted,2.5,19
4163,Short-Term,5,1994.46,36.0,current,,19
4164,Short-Term,5,2067.98,36.0,current,,19
4165,Short-Term,5,1522.4,36.0,current,,19
4166,Short-Term,5,2415.8,36.0,current,,19
4167,Short-Term,5,1370.45,36.0,current,,19
4168,Short-Term,5,1780.92,36.0,current,,19
4169,Short-Term,5,1235.06,36.0,defaulted,3.0,19
4170,Short-Term,5,1766.53,36.0,current,,19
4171,Short-Term,5,1882.22,36.0,defaulted,5.0,19
4172,Short-Term,5,1399.6,36.0,current,,19
4173,Short-Term,5,1816.17,36.0,current,,19
4174,Short-Term,5,1277.33,36.0,current,,19
4175,Short-Term,5,1672.87,36.0,current,,19
4176,Short-Term,5,889.36,36.0,current,,19
4177,Short-Term,5,1187.61,36.0,current,,19
4178,Short-Term,5,2063.21,36.0,current,,19
4179,Short-Term,5,1488.02,36.0,current,,19
4180,Short-Term,5,770.45,36.0,current,,19
4181,Short-Term,5,2288.2,36.0,current,,19
4182,Short-Term,5,1845.52,36.0,current,,19
4183,Short-Term,5,1522.1,36.0,current,,19
4184,Short-Term,5,1361.62,36.0,current,,19
4185,Short-Term,5,2067.23,36.0,current,,19
4186,Short-Term,5,1936.48,36.0,defaulted,2.0,19
4187,Short-Term,5,1609.45,36.0,defaulted,7.0,19
4188,Short-Term,5,1297.81,36.0,current,,19
4189,Short-Term,5,1322.96,36.0,current,,19
4190,Short-Term,5,1418.78,36.0,current,,19
4191,Short-Term,5,828.23,36.0,current,,19
4192,Short-Term,5,1747.19,36.0,current,,19
4193,Short-Term,5,1620.03,36.0,current,,19
4194,Short-Term,5,1474.12,36.0,current,,19
4195,Short-Term,5,1563.32,36.0,current,,19
4196,Short-Term,5,1370.55,36.0,current,,19
4197,Short-Term,5,2156.11,36.0,current,,19
4198,Short-Term,5,954.74,36.0,current,,19
4199,Short-Term,5,873.55,36.0,current,,19
4200,Short-Term,5,1905.14,36.0,defaulted,0.5,19
4201,Short-Term,5,2052.25,36.0,defaulted,3.5,19
4202,Short-Term,5,1682.67,36.0,defaulted,3.0,19
4203,Short-Term,5,1826.42,36.0,current,,19
4204,Short-Term,5,1359.5,36.0,current,,19
4205,Short-Term,5,2165.65,36.0,current,,19
4206,Short-Term,5,1394.65,36.0,current,,19
4207,Short-Term,5,1694.64,36.0,current,,19
4208,Short-Term,5,2253.41,36.0,current,,19
4209,Short-Term,5,1712.55,36.0,current,,19
4210,Short-Term,5,1320.38,36.0,current,,19
4211,Short-Term,5,998.67,36.0,defaulted,1.0,19
4212,Short-Term,5,1799.14,36.0,current,,19
4213,Short-Term,5,1389.17,36.0,current,,19
4214,Short-Term,5,1804.59,36.0,current,,19
4215,Short-Term,5,1581.67,36.0,current,,19
4216,Short-Term,5,787.09,36.0,defaulted,1.0,19
4217,Short-Term,5,1452.96,36.0,current,,19
4218,Short-Term,5,2072.5,36.0,current,,19
4219,Short-Term,5,839.92,36.0,current,,19
4220,Short-Term,5,1334.52,36.0,current,,19
4221,Short-Term,5,1710.33,36.0,defaulted,3.5,19
4222,Short-Term,5,1269.91,36.0,current,,19
4223,Short-Term,5,2018.19,36.0,current,,19
4224,Short-Term,5,1438.69,36.0,current,,19
4225,Short-Term,5,1656.34,36.0,current,,19
4226,Short-Term,5,1993.52,36.0,current,,19
4227,Short-Term,5,1024.2,36.0,current,,19
4228,Short-Term,5,2273.53,36.0,current,,19
4229,Short-Term,5,1040.86,36.0,current,,19
4230,Short-Term,5,1327.54,36.0,current,,19
4231,Short-Term,5,2111.19,36.0,current,,19
4232,Short-Term,5,1347.28,36.0,current,,19
4233,Short-Term,5,2318.96,36.0,current,,19
4234,Short-Term,5,2058.93,36.0,current,,19
4235,Short-Term,5,1291.64,36.0,current,,19
4236,Short-Term,5,2078.53,36.0,current,,19
4237,Short-Term,5,749.23,36.0,current,,19
4238,Short-Term,5,1451.51,36.0,defaulted,2.0,19
4239,Short-Term,5,960.16,36.0,current,,19
4240,Short-Term,5,1180.61,36.0,current,,19
4241,Short-Term,5,1471.41,36.0,current,,19
4242,Short-Term,5,2129.27,36.0,current,,19
4243,Short-Term,5,2217.83,36.0,current,,19
4244,Short-Term,5,1280.48,36.0,current,,19
4245,Short-Term,5,1268.78,36.0,current,,19
4246,Short-Term,5,1788.02,36.0,current,,19
4247,Short-Term,5,1784.52,36.0,current,,19
4248,Short-Term,5,2007.73,36.0,current,,19
4249,Short-Term,5,2019.99,36.0,current,,19
4250,Short-Term,5,1154.93,36.0,current,,19
4251,Short-Term,5,889.32,36.0,current,,19
4252,Short-Term,5,1726.05,36.0,current,,19
4253,Short-Term,5,1575.82,36.0,current,,19
4254,Short-Term,5,701.68,36.0,current,,19
4255,Short-Term,5,750.42,36.0,current,,19
4256,Short-Term,5,881.11,36.0,current,,19
4257,Short-Term,5,1705.61,36.0,current,,19
4258,Short-Term,5,1436.41,36.0,current,,19
4259,Short-Term,5,1715.12,36.0,current,,19
4260,Short-Term,5,1062.12,36.0,current,,19
4261,Short-Term,5,1745.24,36.0,current,,19
4262,Short-Term,5,1624.83,36.0,current,,19
4263,Short-Term,5,1776.14,36.0,current,,19
4264,Short-Term,5,1306.91,36.0,current,,19
4265,Short-Term,5,1223.9,36.0,current,,19
4266,Short-Term,5,932.75,36.0,current,,19
4267,Short-Term,5,1368.49,36.0,current,,19
4268,Short-Term,5,1921.71,36.0,current,,19
4269,Short-Term,5,2040.54,36.0,defaulted,2.5,19
4270,Short-Term,5,491.42,36.0,current,,19
4271,Short-Term,5,1948.97,36.0,current,,19
4272,Short-Term,5,1151.67,36.0,current,,19
4273,Short-Term,5,608.83,36.0,current,,19
4274,Short-Term,5,1333.12,36.0,current,,19
4275,Short-Term,5,2019.32,36.0,current,,19
4276,Short-Term,5,959.78,36.0,current,,19
4277,Short-Term,5,1703.62,36.0,current,,19
4278,Short-Term,5,673.19,36.0,current,,19
4279,Short-Term,5,1427.96,36.0,current,,19
4280,Short-Term,5,1416.73,36.0,current,,19
4281,Short-Term,5,1466.86,36.0,current,,19
4282,Short-Term,5,2254.22,36.0,current,,19
4283,Short-Term,5,1365.85,36.0,defaulted,3.0,19
4284,Short-Term,5,1048.15,36.0,current,,19
4285,Short-Term,5,967.71,36.0,current,,19
4286,Short-Term,5,1032.57,36.0,current,,19
4287,Short-Term,5,2158.29,36.0,current,,19
4288,Short-Term,5,1582.96,36.0,current,,19
4289,Short-Term,5,1261.2,36.0,current,,19
4290,Short-Term,5,1577.65,36.0,current,,19
4291,Short-Term,5,1582.86,36.0,current,,19
4292,Short-Term,5,2013.5,36.0,current,,19
4293,Short-Term,5,603.17,36.0,current,,19
4294,Short-Term,5,1061.17,36.0,current,,19
4295,Short-Term,5,413.31,36.0,defaulted,6.0,19
4296,Short-Term,5,1502.88,36.0,current,,19
4297,Short-Term,5,843.28,36.0,current,,19
4298,Short-Term,5,2074.9,36.0,current,,19
4299,Short-Term,5,1541.31,36.0,defaulted,0.5,19
4300,Short-Term,5,1041.62,36.0,current,,19
4301,Short-Term,5,2591.13,36.0,current,,19
4302,Short-Term,5,1246.02,36.0,current,,19
4303,Short-Term,5,826.21,36.0,current,,19
4304,Short-Term,5,1088.32,36.0,defaulted,5.5,19
4305,Short-Term,5,2092.92,36.0,current,,19
4306,Short-Term,5,1338.13,36.0,current,,19
4307,Short-Term,5,1248.94,36.0,current,,19
4308,Short-Term,5,1664.75,36.0,current,,19
4309,Short-Term,5,2352.64,36.0,current,,19
4310,Short-Term,5,1960.46,36.0,current,,19
4311,Short-Term,5,1710.06,36.0,current,,19
4312,Short-Term,5,1658.18,36.0,current,,19
4313,Short-Term,5,1519.95,36.0,current,,19
4314,Short-Term,5,2071.19,36.0,current,,19
4315,Short-Term,5,1805.71,36.0,current,,19
4316,Short-Term,5,925.21,36.0,current,,19
4317,Short-Term,5,1103.5,36.0,current,,19
4318,Short-Term,5,1724.56,36.0,current,,19
4319,Short-Term,5,1038.57,36.0,current,,19
4320,Short-Term,5,1539.01,36.0,current,,19
4321,Short-Term,5,1841.61,36.0,current,,19
4322,Short-Term,5,1667.73,36.0,current,,19
4323,Short-Term,5,981.4,36.0,current,,19
4324,Short-Term,5,1123.9,36.0,current,,19
4325,Short-Term,5,1680.81,36.0,current,,19
4326,Short-Term,5,2293.98,36.0,defaulted,5.0,19
4327,Short-Term,5,1755.67,36.0,current,,19
4328,Short-Term,5,2011.03,36.0,defaulted,6.0,19
4329,Short-Term,5,1233.96,36.0,current,,19
4330,Short-Term,5,1861.89,36.0,current,,19
4331,Short-Term,5,832.63,36.0,current,,19
4332,Short-Term,5,1829.26,36.0,current,,19
4333,Short-Term,5,1696.8,36.0,current,,19
4334,Short-Term,5,1269.45,36.0,current,,19
4335,Short-Term,5,1070.35,36.0,current,,19
4336,Short-Term,5,1302.97,36.0,current,,19
4337,Short-Term,5,1204.93,36.0,current,,19
4338,Short-Term,5,1386.76,36.0,defaulted,7.5,19
4339,Short-Term,5,1637.66,36.0,defaulted,5.5,19
4340,Short-Term,5,818.25,36.0,current,,19
4341,Short-Term,5,1017.2,36.0,defaulted,3.0,19
4342,Short-Term,5,785.33,36.0,current,,19
4343,Short-Term,5,953.24,36.0,current,,19
4344,Short-Term,5,1930.31,36.0,current,,19
4345,Short-Term,5,1480.99,36.0,current,,19
4346,Short-Term,5,1683.16,36.0,current,,19
4347,Short-Term,5,1563.57,36.0,current,,19
4348,Short-Term,5,1668.19,36.0,defaulted,5.0,19
4349,Short-Term,5,1570.06,36.0,current,,19
4350,Short-Term,5,1717.87,36.0,current,,19
4351,Short-Term,5,1690.98,36.0,current,,19
4352,Short-Term,5,1873.33,36.0,defaulted,4.0,19
4353,Short-Term,5,221.89,36.0,current,,19
4354,Short-Term,5,1171.38,36.0,current,,19
4355,Short-Term,5,711.51,36.0,current,,19
4356,Short-Term,5,1688.11,36.0,current,,19
4357,Short-Term,5,1663.7,36.0,defaulted,0.5,19
4358,Short-Term,5,1738.06,36.0,current,,19
4359,Short-Term,5,1537.0,36.0,current,,19
4360,Short-Term,5,1316.78,36.0,current,,19
4361,Short-Term,5,1091.5,36.0,defaulted,5.0,19
4362,Short-Term,5,1458.66,36.0,current,,19
4363,Short-Term,5,759.22,36.0,current,,19
4364,Short-Term,5,1885.65,36.0,current,,19
4365,Short-Term,5,1647.57,36.0,current,,19
4366,Short-Term,5,1738.36,36.0,current,,19
4367,Short-Term,5,1122.6,36.0,current,,19
4368,Short-Term,5,1599.11,36.0,current,,19
4369,Short-Term,5,1427.95,36.0,current,,19
4370,Short-Term,5,1669.08,36.0,current,,19
4371,Short-Term,5,1580.33,36.0,current,,19
4372,Short-Term,5,2171.7,36.0,current,,19
4373,Short-Term,5,2012.57,36.0,current,,19
4374,Short-Term,5,1943.58,36.0,current,,19
4375,Short-Term,5,1382.78,36.0,current,,19
4376,Short-Term,5,1687.61,36.0,current,,19
4377,Short-Term,5,1350.34,36.0,current,,19
4378,Short-Term,5,1869.23,36.0,current,,19
4379,Short-Term,5,1444.3,36.0,current,,19
4380,Short-Term,5,1296.96,36.0,current,,19
4381,Short-Term,5,1593.47,36.0,current,,19
4382,Short-Term,5,1976.34,36.0,current,,19
4383,Short-Term,5,1902.97,36.0,current,,19
4384,Short-Term,5,1318.54,36.0,current,,19
4385,Short-Term,5,2128.08,36.0,current,,19
4386,Short-Term,5,1144.07,36.0,current,,19
4387,Short-Term,5,1250.79,36.0,current,,19
4388,Short-Term,5,1850.56,36.0,current,,19
4389,Short-Term,5,713.83,36.0,current,,19
4390,Short-Term,5,1503.98,36.0,current,,19
4391,Short-Term,5,1381.14,36.0,current,,19
4392,Short-Term,5,2155.98,36.0,current,,19
4393,Short-Term,5,1076.72,36.0,current,,19
4394,Short-Term,5,1115.84,36.0,current,,19
4395,Short-Term,5,2221.39,36.0,defaulted,0.5,19
4396,Short-Term,5,1122.99,36.0,current,,19
4397,Short-Term,5,200.0,36.0,current,,19
4398,Short-Term,5,1481.65,36.0,current,,19
4399,Short-Term,5,1845.42,36.0,current,,19
4400,Short-Term,5,935.18,36.0,current,,19
4401,Short-Term,5,930.7,36.0,current,,19
4402,Short-Term,5,1559.93,36.0,current,,19
4403,Short-Term,5,1336.25,36.0,current,,19
4404,Short-Term,5,1583.37,36.0,current,,19
4405,Short-Term,5,1406.42,36.0,current,,19
4406,Short-Term,5,1013.98,36.0,current,,19
4407,Short-Term,5,1040.01,36.0,current,,19
4408,Short-Term,5,1672.99,36.0,current,,19
4409,Short-Term,5,2289.74,36.0,current,,19
4410,Short-Term,5,1687.74,36.0,current,,19
4411,Short-Term,5,1826.27,36.0,current,,19
4412,Short-Term,5,1434.0,36.0,current,,19
4413,Short-Term,5,1202.37,36.0,current,,19
4414,Short-Term,5,748.45,36.0,current,,19
4415,Short-Term,5,1490.73,36.0,defaulted,2.0,19
4416,Short-Term,5,1436.32,36.0,current,,19
4417,Short-Term,5,2793.4,36.0,current,,19
4418,Short-Term,5,1273.87,36.0,current,,19
4419,Short-Term,5,1769.33,36.0,current,,19
4420,Short-Term,5,995.68,36.0,defaulted,1.0,19
4421,Short-Term,5,855.28,36.0,current,,19
4422,Short-Term,5,1729.06,36.0,current,,19
4423,Short-Term,5,2066.51,36.0,current,,19
4424,Short-Term,5,2440.87,36.0,current,,19
4425,Short-Term,5,688.33,36.0,current,,19
4426,Short-Term,5,1046.22,36.0,current,,19
4427,Short-Term,5,1470.51,36.0,current,,19
4428,Short-Term,5,1163.04,36.0,current,,19
4429,Short-Term,5,1373.07,36.0,current,,19
4430,Short-Term,5,1427.85,36.0,current,,19
4431,Short-Term,5,824.92,36.0,current,,19
4432,Short-Term,5,992.32,36.0,defaulted,9.5,19
4433,Short-Term,5,788.93,36.0,current,,19
4434,Short-Term,5,1563.89,36.0,current,,19
4435,Short-Term,5,1086.09,36.0,current,,19
4436,Short-Term,5,1498.84,36.0,current,,19
4437,Short-Term,5,1579.93,36.0,current,,19
4438,Short-Term,5,845.87,36.0,current,,19
4439,Short-Term,5,1639.81,36.0,current,,19
